source_case_id,modality,generated_zero_fraction,reference_zero_fraction,generated_largest_zero_component_fraction,reference_largest_zero_component_fraction,generated_boundary_gradient,reference_boundary_gradient,boundary_gradient_ratio,generated_laplacian,reference_laplacian,laplacian_ratio,generated_z_gradient,reference_z_gradient,z_gradient_ratio,generated_repeated_adjacent_z_slices,reference_repeated_adjacent_z_slices,generated_extreme_zscore_fraction,support_size_x,support_size_y,support_size_z,artifact_flag_count,artifact_flags
BraTS-MET-00014-000,t2w,1.3366875279033522e-06,0.1905167366645369,1.3366875279033522e-06,0.07251396170122895,10.024586337235284,10.933602713536294,0.9168603066969311,0.5038416981697083,0.6405999660491943,0.7865153369849166,0.20066302580677944,0.15180138619211705,1.3218787445908036,0,0,0.0,121,170,114,1,large_tiled_support
BraTS-MET-00014-000,t2f,0.0,0.19053010353981592,0.0,0.07251396170122895,10.5617800788216,9.81884419629313,1.0756642907939153,0.6322066187858582,0.5626049637794495,1.1237131904042241,0.20034012742664503,0.1498567393211567,1.3368776628543733,0,0,0.0002553073178295403,121,170,114,1,large_tiled_support
BraTS-MET-00016-000,t1c,0.0,0.4010552164878113,0.0,0.40087498431014523,9.920738176324575,4.916808714286014,2.0177189621998948,0.8841552734375,0.3278389573097229,2.6969194896572413,0.2994924037446899,0.11572788925954111,2.587901720673597,0,6,0.0006699702080501561,122,184,123,1,large_tiled_support
BraTS-MET-00016-000,t1n,0.0,0.4010557528931019,0.0,0.4008755207154359,10.494068929702227,4.953358135620292,2.1185766589816932,0.7609929442405701,0.2928636372089386,2.5984548696212926,0.24368274698574696,0.11193994151554146,2.176906148837988,0,6,0.0,122,184,123,1,large_tiled_support
BraTS-MET-00016-000,t2w,0.0,0.4010557528931019,0.0,0.4008755207154359,9.609212994346565,4.656494548256834,2.0636152141408153,0.5777228474617004,0.36436229944229126,1.585572514900658,0.2117492799316683,0.09340383249265517,2.267029888182792,0,6,5.364052906726629e-07,122,184,123,1,large_tiled_support
BraTS-MET-00016-000,t2f,0.0,0.40105897132484597,0.0,0.40087498431014523,10.41262544089313,3.6726673552517215,2.835167041742461,0.63225919008255,0.4172646403312683,1.5152474688020452,0.21144919295705134,0.08667809142042965,2.4394767984844403,0,6,4.237601796314038e-05,122,184,123,1,large_tiled_support
BraTS-MET-00019-000,t1c,0.0,0.3741506993404594,0.0,0.3741163482677583,8.792260728548658,5.632441473628236,1.5610034777485169,0.8515251874923706,0.43615174293518066,1.9523599327193821,0.30328956340347324,0.12565345924582566,2.4136984785283486,0,0,0.0010281631415358958,102,128,110,2,extreme_zscore_signal;large_tiled_support
BraTS-MET-00019-000,t1n,0.0,0.3741506993404594,0.0,0.3741163482677583,10.0506006962954,6.09064419651443,1.650170387895452,0.7237817645072937,0.39954107999801636,1.811532782838969,0.25181920047815853,0.12671218923217542,1.9873320949158952,0,0,0.0,102,128,110,1,large_tiled_support
BraTS-MET-00019-000,t2w,0.0,0.3741506993404594,0.0,0.3741163482677583,8.851282614016004,4.843398042250448,1.8274943617690613,0.5727748274803162,0.37644582986831665,1.521533198231142,0.2122510396413975,0.07865134311151935,2.6986321052451423,0,0,0.0,102,128,110,1,large_tiled_support
BraTS-MET-00019-000,t2f,0.0,0.3741506993404594,0.0,0.3741163482677583,8.655915668219418,4.774758701724205,1.812848817908577,0.6264677047729492,0.37641382217407227,1.6643057929026839,0.20674138583310014,0.087867569983811,2.352874739465207,0,0,0.0018656186035933592,102,128,110,2,extreme_zscore_signal;large_tiled_support
