blind_code,event_id,core_volume_bin,montage_path,artifact_path,evidence_sha256,review_decision,reviewer,reviewed_at_utc,notes
50439753c52b6862,3e6e2db2fbfeec3b3363834c,gt_275,montages/50439753c52b6862.png,artifacts/50439753c52b6862.npz,fe588d694465c66bc5afd8537899c9290484a893d69b289716cee02cccc6cd7c,pending,,,
50fe7c7aac9fd8f0,40b34573cbc1d6f8d5a7df45,27_49,montages/50fe7c7aac9fd8f0.png,artifacts/50fe7c7aac9fd8f0.npz,1e7747baff89fc0c24741adf8d50c016b82195cb732e84848e3ce4048c8dab7e,pending,,,
52389a73f222260c,40e7f588f85f3305a49452f2,gt_275,montages/52389a73f222260c.png,artifacts/52389a73f222260c.npz,aca1c21cde0e4adae1630e88943f64757f194d5b38873529d7166bba08fdb2fb,pending,,,
547d6c89ceaeca7a,ac2e90e918ec875b2e0f6d9c,27_49,montages/547d6c89ceaeca7a.png,artifacts/547d6c89ceaeca7a.npz,973769cc0a9d04ae54228429ba711f50cbd98b24f9a42872fa0d5ebb6c872b2d,pending,,,
54dc1b8f7c13c4d8,c3f9c9ace79ca933fcd4dd0f,27_49,montages/54dc1b8f7c13c4d8.png,artifacts/54dc1b8f7c13c4d8.npz,a1f7c9f0edc14fed602872ba155366278057fc1c0d2d3ecd9f857e8fd2251154,pending,,,
57d931f9dcbb4255,949d470637ca923991a57198,50_275,montages/57d931f9dcbb4255.png,artifacts/57d931f9dcbb4255.npz,b0c10fec56a3fd94927ce5c6341c15dcb08f13d6c86e956e88236fd58eace792,pending,,,
5d029af0366a7055,ac2e90e918ec875b2e0f6d9c,27_49,montages/5d029af0366a7055.png,artifacts/5d029af0366a7055.npz,0dc11ac969a0ba68dd126a3e7d6fcd69f69eeafa02b74b21536aab093fc4bc2b,pending,,,
601350ec0340b8d2,4379ae9033a855085c1bde4a,gt_275,montages/601350ec0340b8d2.png,artifacts/601350ec0340b8d2.npz,09c91e189c882bad5068583eac54e99e8eb11d791a1a66e424dfa8a16cd58bc8,pending,,,
61c3e2e5853a9590,2e28db46b24484b62591543f,gt_275,montages/61c3e2e5853a9590.png,artifacts/61c3e2e5853a9590.npz,7691d4f9499109635140b759b20b0736b6d4cae81c73ad2e7208310080650342,pending,,,
62436bd2f97a9626,0794bcd4db047f2c92cf79c6,50_275,montages/62436bd2f97a9626.png,artifacts/62436bd2f97a9626.npz,2dcedc53685bca7fce8ac0c90f7c6f275bccb8e427687a36e27be5e39ce9d5e9,pending,,,
62684385d05dec89,66e0d858be83fb4a0963a6ea,27_49,montages/62684385d05dec89.png,artifacts/62684385d05dec89.npz,33f0154dfff9cc07e62336a29d828dcb7e09b9aeab05d9421e38ab8665ade3f3,pending,,,
63fa26fbf2e89145,a55356a67455e9d85f89e03b,gt_275,montages/63fa26fbf2e89145.png,artifacts/63fa26fbf2e89145.npz,faf33ce572ebe82a6fdb2af26bddc38c1d7a1d8b67a51ce9d212bf03483440ee,pending,,,
650bd39f0a5fea93,8bfa3346f9a47cb52cc0004c,gt_275,montages/650bd39f0a5fea93.png,artifacts/650bd39f0a5fea93.npz,5b140c7e59f39b9c8b1d6849652ffd83702df409f8cdf28725d166e2f9883b9c,pending,,,
65cc3c2f60f4c53d,65f81faf6e9f8549d6ebed8e,27_49,montages/65cc3c2f60f4c53d.png,artifacts/65cc3c2f60f4c53d.npz,b098ddfe9fddf04e10fa94fd4ae49d618d03fd9a530dc176919a3e794922ae15,pending,,,
68a6d6b30791510a,213f224f8fa7e4b74b8afbed,gt_275,montages/68a6d6b30791510a.png,artifacts/68a6d6b30791510a.npz,d18b04abef9f2f61ea120dd134fe6e0f377f2c7f69af2f0c15e5d061058e4be3,pending,,,
